"date" "month" "week" "day" "year" "FirmEnergy" "NonFirmEnergy" "ColFallsFlow" "LowerGraniteFlow" "VernitaBarFlow" "McNaryFlow" "GCRec" "DallesFlood" "IHNav" "BonnevillFlow" "ExtraSpace" "FirmEnergySales" "NonFirmSpotSales" "TotalSysEnergy"
1989-02-26 2 30 26 1989 117971.356720072 1021877.1 609.487737747591 0 0 0 22.1003196441279 0 71988.9386872801 0 11565856.341572 NA NA 1997709.51660793
1989-03-05 3 31 5 1989 60584.9472371186 1021877.1 370.440247349144 0 0 0 27.6131307362839 0 68552.8748869642 0 11694807.1800518 NA NA 2055095.92609088
1989-03-12 3 32 12 1989 310969.70988881 1091767.14 1362.44124907599 0 0 0 33.3301546436078 0 79141.3065912308 0 11272281.126511 NA NA 1548925.94070319
1989-03-19 3 33 19 1989 0 706315.947217949 1028.50837130886 0 2977.26746204843 0 38.3000569160615 0 969.622815839597 0 10443722.9322224 NA NA 2247208.60078205
1989-03-26 3 34 26 1989 0 936280.721066948 1402.63310732453 0 1344.66476751637 0 38.6121205847221 0 32056.2372306962 0 9173442.64770833 NA NA 2039481.56693305
1989-04-02 4 35 2 1989 0 906638.097767768 1153.66165560169 0 0 0 38.1976776448221 0 32470.5909194241 0 7921295.13843918 NA NA 2069124.19023223
1989-04-09 4 36 9 1989 0 730991.646716671 1057.29198715651 0 0 0 37.5919029482684 0 8240.65148523283 0 16525022.6699146 NA NA 2175063.81328333
1989-04-16 4 37 16 1989 0 0 0 0 13397.2846439187 0 37.4047244524552 0 0 0 16110383.5048417 NA NA 3016932.12384986
1989-04-23 4 38 23 1989 0 0 0 0 0 0 42.615517582635 0 0 0 17693767.6947144 NA NA 3250372.15909205
1989-04-30 4 39 30 1989 0 0 0 0 0 0 48.1586515264953 0 0 0 16375999.1491486 NA NA 4158413.26273961
1989-05-07 5 40 7 1989 0 0 0 0 0 0 54.0568720379147 0 0 0 17473043.7292356 NA NA 3684690.81457189
1989-05-14 5 41 14 1989 0 0 0 0 0 0 53.9039682583791 0 0 0 16028229.0404243 NA NA 3934732.51014798
1989-05-21 5 42 21 1989 0 0 0 0 0 0 54.0568720379147 0 0 0 18084216.321657 NA NA 4178374.03106478
1989-05-28 5 43 28 1989 0 0 0 0 0 0 45.5995157682844 0 0 0 16448158.491531 NA NA 3705220.36232219
1989-06-04 6 44 4 1989 0 593779.420675612 0 0 51303.9332305454 40151.4633668337 34.9477245548389 0 0 0 15309829.3263566 NA NA 2755705.10732439
1989-06-11 6 45 11 1989 0 0 0 0 19079.2643593474 50608.2469342271 18.0501332753645 0 0 0 13070349.4117621 NA NA 3253798.89366806
1989-06-18 6 46 18 1989 0 0 0 0 0 0 10.7006252419376 0 0 0 10203843.2300319 NA NA 3597549.35557636
1989-06-25 6 47 25 1989 0 0 0 2901.6846374763 0 0 1.11241161691055 0 1269.44353914082 0 6986814.50341517 NA NA 3904946.26523708
1989-07-02 7 48 2 1989 0 209427.404487128 0 0 0 37968.6594669637 0 0 37487.1605486543 0 4602475.41011973 NA NA 2939263.28751287
1989-07-09 7 49 9 1989 0 0 0 0 0 0 0 0 40157.794316276 0 3110166.22739829 NA NA 3383311.76246486
1989-07-16 7 50 16 1989 0 186710.633450203 0 478.067623467701 0 10152.7073417767 0 0 47995.6835197969 0 2468184.02142614 NA NA 2765555.0465498
1989-07-23 7 51 23 1989 0 167117.640400229 0 5109.60772407088 0 18357.4588562753 0 0 52269.239232644 0 1965226.75349448 NA NA 2785148.03959977
1989-07-30 7 52 30 1989 0 557337.409905337 0 11948.8647546229 0 26445.976869277 0 0 58755.4169477716 0 1559321.18582353 NA NA 2394928.27009466
1989-08-06 8 1 6 1989 0 0 0 13370.1825635317 0 18208.7142778322 0 0 62792.033558685 0 1384334.07045023 NA NA 2983179.87786062
1989-08-13 8 2 13 1989 0 739177.506549635 0 17586.3328610361 0 75248.0760264195 0 0 67228.370765282 0 1995571 NA NA 2087385.01745037
1989-08-20 8 3 20 1989 0 755716.994790658 0 18013.9847947985 0 77682.6030139822 0 0 67058.5770162577 0 1981834.38372168 NA NA 2070845.52920934
1989-08-27 8 4 27 1989 0 0 0 7369.25212110954 0 20114.5067318969 0 0 60050.8717942571 0 1883803 NA NA 3120000.94807971
1989-09-03 9 5 3 1989 0 0 0 9076.56361076071 0 5539.84176890331 0 0 54717.6245342359 0 2241786 NA NA 3169569.27717688
1989-09-10 9 6 10 1989 0 153303.603314113 0 0 0 0 0 0 67862.8840029648 0 2599771 NA NA 2575371.04868589
1989-09-17 9 7 17 1989 0 647207.542941338 0 0 0 0 0 0 69270.0577288947 0 2920273.44984795 NA NA 2081467.10905866
1989-09-24 9 8 24 1989 0 768160.804953513 0 0 2185.86918784225 0 0 0 57508.95997485 0 3355236.83701321 NA NA 1960513.84704649
1989-10-01 10 9 1 1989 0 888071.733276809 0 0 2563.33398784557 0 0 0 61345.1055028425 0 3790351.5395249 NA NA 1840602.91872319
1989-10-08 10 10 8 1989 0 1092826.98145994 1090.20283518965 0 9350.89386251883 0 0 0 69061.1729742556 0 3896239.38199686 NA NA 1659316.41854006
1989-10-15 10 11 15 1989 79171.2940158953 1124594.28 0 0 16998.7505081628 0 0 0 68086.9145319037 0 4017604.57100994 NA NA 1546750.2768641
1989-10-22 10 12 22 1989 0 997857.015323854 29.1869090665346 0 0 0 0 0 76323.627779914 0 4023843.23981445 NA NA 1754286.38467615
1989-10-29 10 13 29 1989 0 826045.509804527 0 0 0 0 0 0 65904.779528368 0 4066002.52366467 NA NA 1926097.89019547
1989-11-05 11 14 5 1989 0 791444.246948137 0 0 0 0 0 0 45207.0373742017 0 4066095.84043299 NA NA 2038001.77305186
1989-11-12 11 15 12 1989 0 801515.743767432 0 0 0 0 0 0 73748.014159562 0 4101519.83057092 NA NA 2363364.18023257
1989-11-19 11 16 19 1989 0 390372.79009915 0 0 0 0 0 0 72595.2197027475 0 4625114.36694171 NA NA 2678143.59390085
1989-11-26 11 17 26 1989 0 309415.480373484 0 0 0 0 0 0 76977.5297963124 0 4484807.59308048 NA NA 2759100.90362652
1989-12-03 12 18 3 1989 0 443251.828438147 0 0 0 0 0 0 62598.9764236133 0 4874707.380392 NA NA 2517252.67556185
1989-12-10 12 19 10 1989 0 0 0 0 0 0 0 0 67563.8411456461 0 4815111.33697596 NA NA 3474415.88184919
1989-12-17 12 20 17 1989 0 0 0 0 0 0 0 0 72336.6232330714 0 5742450.8527777 NA NA 3298557.49952571
1989-12-24 12 21 24 1989 0 537187.082916602 0 0 0 0 0 0 78066.8141267461 0 6318288.13699343 NA NA 2746842.4290834
1989-12-31 12 22 31 1989 0 606287.934938733 0 0 0 0 0 0 78581.1237495489 0 6606481.77533419 NA NA 2677741.57706127
1990-01-07 1 23 7 1990 0 643602.100995849 0 0 0 0 0 0 79253.8878609841 0 6816513.42423867 NA NA 2642151.67100415
1990-01-14 1 24 14 1990 0 0 0 0 0 0 3.39138774747812 0 67684.5160702633 0 7065267.87473924 NA NA 3442384.89745596
1990-01-21 1 25 21 1990 0 0 0 0 0 0 7.77568961089764 0 60315.7503009225 0 7571819.07254337 NA NA 3607603.58170697
1990-01-28 1 26 28 1990 0 0 0 0 0 0 8.69450813200797 0 52436.4445324971 0 8078027.53090868 NA NA 3917340.044302
1990-02-04 2 27 4 1990 0 913642.047121876 0 0 0 0 11.8075273626243 0 70597.1191595534 0 9374467.55946673 NA NA 2384819.00487812
1990-02-11 2 28 11 1990 0 0 0 0 0 0 11.8393183221458 0 73761.7905813886 0 9265545.4396417 NA NA 3256608.64552996
1990-02-18 2 29 18 1990 0 659645.699093613 0 0 0 0 16.9818019471313 0 65142.9341258489 0 10295112.0169861 NA NA 2480030.07290639
1990-02-25 2 30 25 1990 0 953534.773214271 0 0 0 0 22.1003196441279 0 70328.3584515055 0 10164955.5155823 NA NA 2186140.99878573
1990-03-04 3 31 4 1990 0 950953.998491033 0 0 0 0 27.6131307362839 0 60549.8210708562 0 9895310.70612291 NA NA 2188721.77350897
1990-03-11 3 32 11 1990 0 1015908.46109004 0 0 0 0 33.3301546436078 0 71300.4104914262 0 9100341.06372919 NA NA 1937616.08690996
1990-03-18 3 33 18 1990 0 1017159.85812732 0 0 0 0 38.3000569160615 0 64434.96772989 0 8058910.24402299 NA NA 1936364.68987268
1990-03-25 3 34 25 1990 0 1004278.57160713 0 0 0 0 38.6121205847221 0 61746.8838936549 0 7007489.72925136 NA NA 1971483.71639287
1990-04-01 4 35 1 1990 0 996762.735961634 0 0 0 0 38.1976776448221 0 47855.3850111 0 5819307.82130133 NA NA 1978999.55203837
1990-04-08 4 36 8 1990 0 318321.5600242 0 0 0 0 37.5919029482684 0 33613.1377475435 0 14299427.130869 NA NA 2587733.8999758
1990-04-15 4 37 15 1990 0 0 0 0 0 0 37.4047244524552 0 0 0 13583166.9039677 NA NA 4118772.69852413
1990-04-22 4 38 22 1990 0 0 0 0 0 0 41.6662197625753 0 0 0 14963141.456438 NA NA 3473122.91973792
1990-04-29 4 39 29 1990 0 0 0 0 0 0 46.5155083087434 0 0 0 14688274.8203656 NA NA 4159694.31556188
1990-05-06 5 40 6 1990 0 0 0 19197.9701415807 0 0 52.4127695441919 0 14451.7779075136 0 18841527.007321 NA NA 3612735.82485937
1990-05-13 5 41 13 1990 0 765005.080261641 0 17500.5756756236 25548.0835252121 63886.5377041662 53.8111400947962 0 18555.7783201395 0 18458573.971558 NA NA 2584479.44773836
1990-05-20 5 42 20 1990 0 735503.501163397 0 24151.6776357371 11561.0992541517 42704.5229550856 54.0568720379147 0 28179.3360322712 0 21454607.5039917 NA NA 2613981.0268366
1990-05-27 5 43 27 1990 0 1081155.72109715 0 16118.8032700875 49113.185450345 97634.3016370318 45.5995157682844 0 28552.9541485941 0 20171337.6502549 NA NA 2268328.80690285
1990-06-03 6 44 3 1990 0 0 0 0 0 15352.8143087015 42.7920380233174 0 0 0 18580585.6761241 NA NA 3470763.13681176
1990-06-10 6 45 10 1990 0 0 0 0 0 0 40.0117660334663 0 0 0 15786204.2827401 NA NA 3523654.81828705
1990-06-17 6 46 17 1990 0 0 0 0 0 0 11.4305063387187 0 0 0 11597812.8368049 NA NA 3757953.16295542
1990-06-24 6 47 24 1990 0 0 0 18247.3871079212 0 0 0 0 23631.3911336325 0 9059010.83779258 NA NA 3667792.75848686
1990-07-01 7 48 1 1990 0 0 0 0 0 42810.9013582671 0 0 47060.0373594486 0 7041543.66322803 NA NA 3167041.12305038
1990-07-08 7 49 8 1990 0 0 0 0 0 0 0 0 41052.4079557223 0 4482614.17980247 NA NA 4099718.3095273
1990-07-15 7 50 15 1990 0 0 0 5742.25291460722 0 0 0 0 53385.0685970464 0 3106176.86529319 NA NA 3571452.5188953
1990-07-22 7 51 22 1990 0 0 0 12442.8643431216 0 0 0 0 60624.4647986883 0 1960929.67786464 NA NA 3254887.56285571
1990-07-29 7 52 29 1990 0 0 0 11339.5079401092 0 0 0 0 61414.9939605855 0 1116837.92759684 NA NA 3029700.466169
1990-08-05 8 1 5 1990 0 0 0 12693.7871525242 0 0 0 0 59545.939652248 0 871604.209916852 NA NA 3906413.50786891
1990-08-12 8 2 12 1990 0 0 0 21443.2015130009 0 0 0 0 69833.0358164416 0 1186223 NA NA 3472146.97028173
1990-08-19 8 3 19 1990 0 821679.232508683 0 22464.9214254775 0 87764.0938787341 0 0 71398.6611618849 0 1844224.12332889 NA NA 2004883.29149132
1990-08-26 8 4 26 1990 0 268348.597821268 0 12961.9224741458 0 64870.0602715029 0 0 63108.2664511996 0 1883803 NA NA 2516532.79017873
1990-09-02 9 5 2 1990 0 230373.961795269 0 15324.1332635932 0 57284.1590553875 0 0 62356.2331055642 0 2241786 NA NA 2554507.42620473
1990-09-09 9 6 9 1990 0 510164.761410309 0 0 0 0 0 0 71342.122747713 0 2599771 NA NA 2218509.89058969
1990-09-16 9 7 16 1990 0 789629.303104786 0 0 0 0 0 0 69253.1023667121 0 2920671.82962176 NA NA 1939045.34889521
1990-09-23 9 8 23 1990 0 869523.54656787 0 0 0 0 0 0 72951.6920709454 0 3383040.05514563 NA NA 1859151.10543213
1990-09-30 9 9 30 1990 0 960623.065501856 0 0 2363.60247343505 0 0 0 70638.467318648 0 3864525.32728532 NA NA 1768051.58649814
1990-10-07 10 10 7 1990 164438.659187257 1124594.28 0 0 15235.8632453032 0 0 0 76877.7020298836 0 3995430.61444433 NA NA 1461482.91169274
1990-10-14 10 11 14 1990 0 950398.626461233 0 0 0 0 0 0 76029.8519686747 0 4024622.44538862 NA NA 1801744.77353877
1990-10-21 10 12 21 1990 0 928751.304728971 940.17613466798 0 0 0 0 0 70876.4497661292 0 4008285.84681977 NA NA 1823392.09527103
1990-10-28 10 13 28 1990 0 911114.750587764 0 0 0 0 0 0 64474.6262966876 0 4039382.59316034 NA NA 1841028.64941224
1990-11-04 11 14 4 1990 0 812805.153515952 0 0 0 0 0 0 45490.1032033457 0 4124279.89885664 NA NA 2016640.86648405
1990-11-11 11 15 11 1990 0 768688.784988718 0 0 0 0 0 0 73114.0182795275 0 4147544.57889621 NA NA 2396191.13901128
1990-11-18 11 16 18 1990 0 800503.425029187 0 0 0 0 0 0 76245.5330929606 0 4697132.9147315 NA NA 2268012.95897081
1990-11-25 11 17 25 1990 0 518189.101033141 0 0 0 0 0 0 78837.8103991653 0 4646641.75311022 NA NA 2550327.28296686
1990-12-02 12 18 2 1990 0 0 0 0 0 0 0 0 55531.0208355141 0 5048647.87332343 NA NA 2965376.50764849
1990-12-09 12 19 9 1990 0 191928.2636391 0 0 0 0 0 0 77798.2015010839 0 4807558.74418867 NA NA 3092101.2483609
1990-12-16 12 20 16 1990 0 117122.555015767 0 0 0 0 0 0 75015.0578233862 0 5041091.69018779 NA NA 3166906.95698423
1990-12-23 12 21 23 1990 0 368847.415127595 0 0 0 0 0 0 76222.7720341832 0 5814069.74084944 NA NA 2915182.0968724
1990-12-30 12 22 30 1990 0 625109.994734237 0 0 0 0 0 0 79073.5424570202 0 6462643.79174128 NA NA 2658919.51726576
1991-01-06 1 23 6 1991 0 671995.301879509 0 0 0 0 0 0 81343.5587107837 0 6533046.61758747 NA NA 2613758.47012049
1991-01-13 1 24 13 1991 0 0 0 0 0 0 0.98570606074918 0 81117.4716997765 0 6504262.61696021 NA NA 3339510.30118763
1991-01-20 1 25 20 1991 0 0 0 0 0 0 5.91476854327448 0 71737.4237780863 0 7239023.12802143 NA NA 3466786.5065857
1991-01-27 1 26 27 1991 0 0 0 0 0 0 8.77829906743796 0 68681.3574570076 0 7813060.52093837 NA NA 3567996.64915783
1991-02-03 2 27 3 1991 0 0 0 0 0 0 10.0710767578132 0 67603.8310958997 0 8550721.37479456 NA NA 3696224.00810258
1991-02-10 2 28 10 1991 0 0 0 0 0 0 11.8393183221458 0 70515.08309853 0 9435299.30989269 NA NA 3476983.91118891
1991-02-17 2 29 17 1991 0 0 0 0 0 0 13.9108043440579 0 58094.3786465928 0 10376275.6273139 NA NA 3675367.90706192
1991-02-24 2 30 24 1991 0 0 0 0 0 0 20.7214254030891 0 56107.2783278212 0 11176370.5109276 NA NA 3210264.3169792
1991-03-03 3 31 3 1991 0 186112.465610819 0 0 0 0 27.6131307362839 0 58972.5487638237 0 11407694.1771043 NA NA 2953563.30638918
1991-03-10 3 32 10 1991 0 409143.999355359 607.263004819543 0 0 0 33.3301546436078 0 52758.0343410747 0 10778805.1301653 NA NA 2544380.54864464
1991-03-17 3 33 17 1991 0 827264.979792443 638.71390123473 0 0 0 38.3000569160615 0 55723.9284359907 0 9738881.65200156 NA NA 2126259.56820756
