"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "AMERI" "MINAD" "BOISE" "PAYHS" "OWYHE" "PELTO"
1980-11-30 11 18 30 1980 17916594.30977 6e+06 826932.898161307 817000 5047252 2537430 8600000 2225361 1176732.82325996 1787477 499048 1490860 836379.892655625 1401000 135205 59960 1672590 95180 711000 610000 1050000 543863.689074724
1980-12-07 12 19 7 1980 17734858.1175613 5160809.59329241 828403.31924308 817000 4740955 2423590 8676306.28118323 2219460 1230700.11744497 1769824 499048 1480467 843904.010342536 1401000 135205 59960 1672590 94282.57737566 711000 610000 1050000 544464.619013407
1980-12-14 12 20 14 1980 17532393.3565267 4558726.80742967 821505.457784151 817000 4434658 2309751 8707055.5528086 2213560 1284666.41162998 1752171 499048 1470073 847000 1401000 135205 59960 1672590 95180 711000 610000 1050000 515302.338403687
1980-12-21 12 21 21 1980 17294504.06639 4e+06 806683.990591725 817000 4231647.35545244 2195911 8685714 2207659 1301510 1734518 499048 1459680 847000 1401000 135205 59960 1672590 95162.9126657736 711000 610000 1050000 502265.68343487
1980-12-28 12 22 28 1980 16987039.3776254 4e+06 761686.571386646 817000 3861573.1217939 2083480 8714286 2209095.65222033 1287675 1716865 499048 1449287 847000 1401000 135205 59960 1672590 95180 711000 610000 1050000 547988
1981-01-04 1 23 4 1981 16815722.3563268 4303961.63906918 610729.113111703 814781.661870047 3364295.98514703 2024261.77612452 8561087.57191484 2316562.71139689 1367065.03753304 1657718 799036.30030584 1438893 847000 1401000 135205 59960 1672590 95180 730828.653324977 610000 1050000 544797
1981-01-11 1 24 11 1981 16568072.0057397 4512824 439943.948126039 810648.186206446 3068092.4493763 1910531.11291368 8173833.85745272 2244653.64496738 1323571.4233447 1598571 799055.350797377 1428500 847000 1401000 135205 59960 1672590 95180 745243.914824583 610000 1050000 541606
1981-01-18 1 25 18 1981 16366197.7950519 4109505 292179.164844931 779185 2813206.46700538 1792160.1997292 7591464.13591985 2151233.34508798 1243882.6717803 1539424 616750.219712839 1418107 847000 1401000 135205 59960 1672590 94762.4284730572 758856.641908677 610000 1050000 538415
1981-01-25 1 26 25 1981 16113207.2689641 3706187 243845.701504995 741641 2621400 1737079.66963465 7450294 2107940 1160891 1480277 499048 1407713 847000 1401000 135205 59960 1672590 93531.0992440132 778266.213378823 610000 1050000 535225
1981-02-01 2 27 1 1981 15902416.3058596 3302868 246022.12870851 704096 2309400 1724972.00111852 7450294 2107940 1129195 1421130 499048 1397320 847000 1401000 135205 59960 1672590 93129.415329239 798415.198234307 610000 1050000 532034
1981-02-08 2 28 8 1981 15602751.283122 3246041 247438.321742547 670000 2039400 1717355.33609935 7091088 2102386 1117691 1297560 499048 1386927 847000 1401000 135205 59960 1672590 93617.3683386196 812472.296006444 610000 1050000 517366.181236203
1981-02-15 2 29 15 1981 15327459.3024669 3210035.17297528 246470.730925047 626375 1769400 1709349.65550218 6731882 2096833 1106187 1173990 499048 1376533 847000 1401000 135205 59960 1672590 91990.786136385 827275.260970558 610000 1050000 512707.054755789
1981-02-22 2 30 22 1981 15144197.9809257 3271318.10381061 269003.924921999 582750 1499400 1749575.79597864 6372675 2196972.21358022 1094683 1050419 556933.965394299 1366140 847000 1401000 135205 59960 1672590 91205.030343982 860995.731286732 610000 1049640.03831073 522461
1981-03-01 3 31 1 1981 14983651.5971205 3317571.4888239 210900 539125 1229400 1770072.00173931 6675476.16251117 2207678.19823776 1020000 926849 662610.014214959 1355747 847000 1401000 135205 60980.8968245171 1672590 87969.30822916 861000 610000 1049955.84805224 519270
1981-03-08 3 32 8 1981 14776697.7858799 3272313.06679116 178836.286359406 495500 1059400 1752659.6222645 6437132.94659201 2129678.84603235 995000 838337 499048 1345353 847000 1401000 135205 61766.8044446593 1672590 85086.2298087228 892404.50783171 610000 1050482.53517551 528045
1981-03-15 3 33 15 1981 14596510.1389157 3250639.94056701 153233.617280991 412675 889900 1769114.88278934 6468866.94659201 2107543 970000 749825 499048 1334960 847000 1401000 135205 62429.3472141819 1672590 80985.9342953213 912123.98464079 610000 1050943.57577681 536820
1981-03-22 3 34 22 1981 14432196.8572956 3258139.47878785 154033.397906962 330350 889900 1792808.7084635 6494651.94659201 2118452 945000 661312 499048 1324567 847000 1401000 135205 63143.2579995244 1672590 76031.2790666131 909072.576892933 610000 1052077.56489336 545595
1981-03-29 3 35 29 1981 14254060.2979973 3249723.22462542 152290.947776248 248025 889900 1801359.56370373 6531343.94659201 2129361 920000 572800 499048 1314173 847000 1401000 135205 64048.4184056617 1672590 75031.0662943391 913257.199297182 614907.764986503 1054073.095827 554370
1981-04-05 4 36 5 1981 14149270.3597815 3314385.74136557 164333.164499371 165700 889900 1827130.95419925 6542054.94659201 2186386 894289.759699395 572800 499048 1303780 847000 1401000 135205 66327.3476962774 1672590 82592.5428927103 879750.587026831 587521.510841517 1058238.9985922 555345
1981-04-12 4 37 12 1981 14043545.6409588 3339416.74112347 172707.99041976 192395.824286731 888345.17571327 1826800.77877246 6054157.25147044 2229688.59519341 868579.51939879 572800 499048 1293387 847000 1401000 135205 68943.1811433911 1672590 86785.0552547099 867322.50787062 555840.962839434 1062018.31096257 556320
1981-04-19 4 38 19 1981 13956464.0662393 3362303.9059774 180775.212273442 215982 889900 1873993.48575994 5566259.55634888 2234029.8977308 842869.279098184 592932 602293.425291045 1282993 847000 1401000 135205 71300.8932397056 1672590 77950.4375919766 844156.29525537 532614.472637805 1065244.75483564 557295
1981-04-26 4 39 26 1981 13909481.3131753 3584811.82727442 224235.115686474 241124 889900 2059482.23513921 5078361.86122731 2393397.27670578 817159.038797579 613064 1081442.10208762 1272600 847000 1401000 135205 74283.826741842 1672590 89692.4672460346 847298.427902613 533336.278100564 1075083.99343237 558270
1981-05-03 5 40 3 1981 13928143.8820738 3899793.77925541 275518.31044528 266765 1168751.99018081 2256450.79011607 5078361.86122731 2583354.33755964 1100514 774122 1183729.3266244 1314040 826109.783417956 1344659.71891509 135205 77124.7723913613 1672590 95180 845630.00013857 559119.305239639 1079906.76325501 558270
1981-05-10 5 41 10 1981 13996682.7088303 4212363.25031816 320763.989797524 291726.408965628 1479298.8234065 2347836.90526022 5079349.30834194 2669570.25298136 1252822.08561986 852431.116843464 1171393.4180216 1355480 815531.11779919 1327896.25835154 135205 80176.4575622537 1672590 95180 874224.260107278 592847.890079018 1083567.13376301 558270
1981-05-17 5 42 17 1981 14113493.5450727 4661022.11697933 391383.263929617 317047 1790939.95476893 2416979.01986811 5258163 2750593.12967236 1174458 838751.91833075 1299280 1396920 808162.576566713 1294749.10686879 135205 83625.1932312559 1672590 95180 895643.774846534 621642.644118221 1087355.15045 554844.157046805
1981-05-24 5 43 24 1981 14369994.1227891 5268307 514924.832970935 342188 2259732.25684501 2612229.53806102 5426758 2865633.63094382 1211430 994740.35002588 1419640 1438360 804835.962264658 1302934.46849544 135205 88644.2215907471 1672590 89488.090364025 929439.747832407 666762.673239714 1096333.35388062 558270
1981-05-31 5 44 31 1981 14747404.4589258 5685114 685112.316537511 367329 2919821.06537448 2751050.3160486 7388905 2947259.21666192 1366485.24814477 1183447.02600223 1540000 1479800 804829.356953133 1295055.00890775 135205 94058.4091436664 1672590 95180 935710.053134396 717388.481368969 1102590.42269953 558270
1981-06-07 6 45 7 1981 15183205.2254562 6059766 815936.196046848 392316.93319498 3566925.05054585 2850196.23222975 8318280.56775768 2995619.88220597 1386998.66724263 1352592.65943405 1503705.92951618 1512500 804829.356953133 1295055.00890775 134729.366683183 94058.4091436664 1672590 95180 933981.363870592 742377.180067877 1102590.42269953 558270
1981-06-14 6 46 14 1981 15522518.1834552 6434419 884021.238830727 417612 4231598.60521036 2915909.72510575 8289565.65265625 3157912.20648341 1420000 1524136.74180515 1540000 1545200 804829.356953133 1295055.00890775 134729.366683183 94058.4091436664 1672590 95180 949634.956156781 778274.04146426 1102590.42269953 558270
1981-06-21 6 47 21 1981 15886861.386333 6176646.35978788 944534.243050206 442753 4958421.19938529 3036421.51739644 8652583.8112911 3360786.22396192 1420000 1698588 1540000 1577900 804829.356953133 1295055.00890775 134729.366683183 94058.4091436664 1672590 95180 970368.754061747 778274.04146426 1102590.42269953 558270
