"date" "month" "week" "day" "year" "BRPrelim_c" "TotalFloodSpace_c" "TotalMcNarySharedWater_c" "BRIn" "GCIn"
1979-12-16 12 20 16 1979 162719.451522855 3387746.74617986 0 172760.361428571 405971.626714285
1979-12-23 12 21 23 1979 168031.765542857 2273463.13744771 0 168031.765542857 430444.397614286
1979-12-30 12 22 30 1979 179829.4536 858918.137275577 0 179829.4536 446077.674700001
1980-01-06 1 23 6 1980 438324.661814286 2455064.57847331 0 188324.661814286 404045.931657142
1980-01-13 1 24 13 1980 256292.277257143 2767610.78071368 0 256292.277257143 554044.258028572
1980-01-20 1 25 20 1980 236253.265414286 2530374.26765965 0 236253.265414286 458534.452539547
1980-01-27 1 26 27 1980 288400.712742857 2358672.05618883 0 288400.712742857 455743.230006965
1980-02-03 2 27 3 1980 314528.302857143 2312239.73872888 0 214528.302857143 501393.329007793
1980-02-10 2 28 10 1980 352283.933928571 2746707.36563917 0 352283.933928571 542067.916811232
1980-02-17 2 29 17 1980 331574.508742857 2567561.45621991 0 331574.508742857 626044.363307123
1980-02-24 2 30 24 1980 366199.969471429 2068470.3294819 0 366199.969471429 701486.583134097
1980-03-02 3 31 2 1980 387465.418885713 1265375.63960424 0 337465.418885713 769926.8349
1980-03-09 3 32 9 1980 272929.13027143 2588883.34202205 0 272929.13027143 676885.772828572
1980-03-16 3 33 16 1980 289663.678714285 1267855.8464574 0 289663.678714285 610897.661871428
1980-03-23 3 34 23 1980 289451.447271429 1282464.91931857 0 289451.447271429 576873.192985715
1980-03-30 3 35 30 1980 245690.117142857 1289852.54460029 0 245690.117142857 503685.080742857
1980-04-06 4 36 6 1980 258083.172185714 1066486.34296947 0 233083.172185714 421254.853928572
1980-04-13 4 37 13 1980 452133.872457143 1207177.43048747 0 452133.872457143 648259.758514285
1980-04-20 4 38 20 1980 551180.419071429 2006855.87529609 0 551180.419071429 1841080.7897
1980-04-27 4 39 27 1980 447171.226942857 2374903.80011429 0 447171.226942857 3110114.74358571
1980-05-04 5 40 4 1980 42840.482857143 1790039.25 0 438890.187 2965540.26247143
1980-05-11 5 41 11 1980 256813.913385714 1790039.25 173524.952222492 285764.209242857 2126513.99694286
1980-05-18 5 42 18 1980 263953.957414286 1790039.25 694889.673779635 263953.957414286 1972513.30828572
1980-05-25 5 43 25 1980 112323.517114285 2265444.11582919 1363320.10449467 112323.517114285 2577160.31355106
1980-06-01 6 44 1 1980 180864.355800001 886166.603460957 1824950.09864292 180864.355800001 2409022.67825877
1980-06-08 6 45 8 1980 341079.730328571 121483.250000001 1945301.39451435 341079.730328571 2118768.84095714
1980-06-15 6 46 15 1980 357818.245714286 421915.082848077 2053999.79574292 357818.245714286 2560039.04606237
1980-06-22 6 47 22 1980 435062.557028571 455148.638799997 2129098.19097149 435062.557028571 1973907.86331429
1980-06-29 6 48 29 1980 268193.105742856 389291.436957141 2152400 268193.105742857 1542562.5450572
1980-07-06 7 49 6 1980 134471.428971429 690645.042958994 1989334.53228318 134471.428971429 1061936.39317143
1980-07-13 7 50 13 1980 174653.520426161 647331.77742317 1573460.60953926 167827.467985714 933886.831703939
1980-07-20 7 51 20 1980 282108.677313069 832984.497109515 485188.568969421 236943.513385714 758176.388768319
1980-07-27 7 52 27 1980 330827.115915001 1058884.99340647 132274.191913987 212050.946957143 492737.217085415
1980-08-03 8 1 3 1980 215189.335488627 698262.102507144 662065.977314284 148956.720814286 960881.677014284
1980-08-10 8 2 10 1980 137984.995715714 712971.555546428 593485.702671426 102126.960385714 902228.443399997
1980-08-17 8 3 17 1980 136827.045095714 694490.502660715 597041.599999998 109699.8543 893082.656642856
1980-08-24 8 4 24 1980 133712.598258572 519851.427377485 348736.101885715 121009.608385714 680973.061685715
1980-08-31 8 5 31 1980 117172.430015714 286056.969352453 88646.1608142853 176822.510914286 366253.211655565
1980-09-07 9 6 7 1980 114395.96671 747559.15649172 58749.5273144348 180662.5116 374316.289790367
1980-09-14 9 7 14 1980 99141.484647143 798196.282501497 46269.2571853846 154903.168157143 291735.548651175
1980-09-21 9 8 21 1980 104721.584817143 960535.73530632 74381.2492344547 173966.312057143 303125.72300858
1980-09-28 9 9 28 1980 114921.388291429 1299632.28234954 97032.6563906316 170350.443642857 436196.659924264
1980-10-05 10 10 5 1980 160323.079205715 1071745.72913175 104606.516599108 166659.203314287 374621.577231687
1980-10-12 10 11 12 1980 163741.516842857 1152702.72988694 81931.7434473494 163741.516842857 288229.334528572
1980-10-19 10 12 19 1980 163273.417585714 1522636.44536411 48437.558950128 163273.417585714 289941.070371429
1980-10-26 10 13 26 1980 185587.471157143 1908709.8781696 0 185587.471157143 287884.2105
1980-11-02 11 14 2 1980 193592.761842857 551991.328984593 0 193592.761842857 323779.092942856
1980-11-09 11 15 9 1980 174275.7336 1612720.85591501 21591.1874101423 174275.7336 445587.606842857
1980-11-16 11 16 16 1980 168547.468114286 3243051.56127626 0 168547.468114286 379191.334242857
1980-11-23 11 17 23 1980 187884.331071429 1108283.70519687 0 187884.331071429 393285.599157143
1980-11-30 11 18 30 1980 197444.663357143 966613.580500009 0 197444.663357143 446657.131414286
1980-12-07 12 19 7 1980 204487.9704 3532490.74228101 0 204487.9704 1197257.38816037
1980-12-14 12 20 14 1980 213076.401685714 3064778.2608925 0 213076.401685714 419514.769628571
1980-12-21 12 21 21 1980 201326.316942857 2622520.36710507 0 201326.316942857 904900.530271427
1980-12-28 12 22 28 1980 198226.151100001 1373177.8841274 0 198226.151100001 1756333.28681488
1981-01-04 1 23 4 1981 481231.115757143 3142907.51388997 820442.931516356 231231.115757143 1985427.70300959
1981-01-11 1 24 11 1981 241440.043199999 1023013.27634022 713447.251027184 241440.043199999 746597.549246322
1981-01-18 1 25 18 1981 229781.198142857 1222051.00882809 547395.509018674 229781.198142857 766689.481309552
1981-01-25 1 26 25 1981 241055.249742857 1519444.36245868 451021.265640996 241055.249742857 871367.438663635
1981-02-01 2 27 1 1981 185594.426785714 2546603.62088047 791300 260594.426785714 1406806.71122857
1981-02-08 2 28 8 1981 371884.598585714 1030231.59856942 539137.358509051 371884.598585714 695211.772328572
1981-02-15 2 29 15 1981 366995.341514286 1918256.14223454 748708.248971624 366995.341514286 1239856.17537142
1981-02-22 2 30 22 1981 392915.346142858 1506541.03766169 791300 392915.346142858 1087439.28038571
1981-03-01 3 31 1 1981 354974.171271429 544479.903187255 0 292974.171271429 1093606.8502
1981-03-08 3 32 8 1981 302260.705757143 1646312.54080021 0 302260.705757143 664502.299899999
1981-03-15 3 33 15 1981 295790.621957143 1891260.61089719 0 295790.621957143 717070.243171428
1981-03-22 3 34 22 1981 364143.030857143 2143734.94597604 0 364143.030857143 749174.711714286
1981-03-29 3 35 29 1981 328240.214528571 2340600.65980347 0 328240.214528571 834205.698385714
1981-04-05 4 36 5 1981 316831.286314286 202500.619839286 0 316831.286314286 684720.252985714
1981-04-12 4 37 12 1981 404020.806014286 3257055.61521218 0 404020.806014286 599481.568342857
1981-04-19 4 38 19 1981 282126.486728571 2974080.41484782 0 282126.486728571 1000379.81348572
1981-04-26 4 39 26 1981 146444.418273703 2356147.44613571 0 195468.702657143 2063164.47434286
1981-05-03 5 40 3 1981 176633.990216381 1790039.25 0 168396.2544 1921553.96034286
1981-05-10 5 41 10 1981 183990.732352772 1790039.25 0 143204.183785714 1329456.00337143
1981-05-17 5 42 17 1981 130055.751685714 1790039.25 0 130055.751685714 1871169.81911429
1981-05-24 5 43 24 1981 104460.36163 1790039.25 263034.127943298 13530.7722000004 3137124.42534286
1981-05-31 5 44 31 1981 91623.1361971429 1824906.98989488 463472.049686155 74611.7748428572 2352361.97115714
1981-06-07 6 45 7 1981 100713.980795714 1589828.63590146 1272300 172601.683714286 2349285.97199585
1981-06-14 6 46 14 1981 81008.1921528572 326550.740918982 1655007.57011428 228343.181271429 2198809.78389412
1981-06-21 6 47 21 1981 232272.54898143 566565.021885714 2074735.24872857 357990.807728572 2607344.20912857
1981-06-28 6 48 28 1981 208940.863757143 601526.128178575 2152400 208940.863757143 2722878.83155714
1981-07-05 7 49 5 1981 149736.225085714 155950.866058167 2152400 149736.225085714 2881886.21748571
1981-07-12 7 50 12 1981 213210.50886302 547932.881118652 2152400 149436.720900001 2098984.78996907
1981-07-19 7 51 19 1981 283263.269809995 579901.094286385 2152400 159415.565657143 1856131.36007649
1981-07-26 7 52 26 1981 203432.750269842 1127408.35790326 2120091.45186817 154054.242385714 1772922.06909425
1981-08-02 8 1 2 1981 147944.997494286 138926.989478789 2017175.67755802 109108.779814286 1752137.70883709
1981-08-09 8 2 9 1981 150501.890512857 171938.974965824 1754468.67941542 101642.993357143 1723250.35530001
1981-08-16 8 3 16 1981 152083.51063 328883.665776058 1400696.04007737 100135.555071429 1578817.93281428
1981-08-23 8 4 23 1981 146701.559255714 495582.825692742 977602.483689457 112901.177185714 1298912.86175714
1981-08-30 8 5 30 1981 135800.796978571 705764.116242857 729657.016657147 128600.353542857 1028789.83831429
1981-09-06 9 6 6 1981 135199.408441429 773040.455875757 528939.809528571 124399.361057143 847855.775214285
1981-09-13 9 7 13 1981 131522.845801429 305670.02447666 643938.893904196 134703.495128571 556658.765174223
1981-09-20 9 8 20 1981 127611.836838571 223141.314954137 489194.185446632 145995.397971429 330809.620602378
1981-09-27 9 9 27 1981 116504.198491428 265949.766597343 313704.204513817 156384.821314286 313573.921039461
1981-10-04 10 10 4 1981 109497.387322857 282094.297321026 187013.204069829 177076.395257144 402945.28203049
1981-10-11 10 11 11 1981 105193.651017143 510626.427176139 147124.740763172 168017.881242857 314688.843385715
1981-10-18 10 12 18 1981 121043.967897143 631423.640515725 105500.655634291 135484.98287143 284522.226428572
1981-10-25 10 13 25 1981 109494.412115715 1080448.38416559 44882.2978805657 164400.029357143 290938.7565
1981-11-01 11 14 1 1981 112238.148142857 540497.25 0 196716.729342857 311150.330357143
1981-11-08 11 15 8 1981 116290.380271429 978291.975709322 36210.8373468453 174210.279042857 374028.075057142
1981-11-15 11 16 15 1981 145596.874088574 1996688.35521093 0 170447.633742857 400138.492942857
1981-11-22 11 17 22 1981 184312.099028571 1131252.30824285 0 184312.099028571 374099.480028571
1981-11-29 11 18 29 1981 172421.187814286 1063604.34162143 0 172421.187814286 339946.0855
1981-12-06 12 19 6 1981 184708.793314286 3564843.01069684 0 184708.793314286 1292827.77215714
1981-12-13 12 20 13 1981 241088.968671429 2060636.0066264 0 241088.968671429 385607.325557142
1981-12-20 12 21 20 1981 220972.601442857 2192916.80064545 0 220972.601442857 410159.435314286
1981-12-27 12 22 27 1981 260568.641571429 770272.451937487 0 260568.641571429 377802.026175719
1982-01-03 1 23 3 1982 240928.9598 1961045.62577506 0 190928.9598 639246.184214285
1982-01-10 1 24 10 1982 241760.034328571 1808401.51748472 0 191760.034328571 520158.576628271
1982-01-17 1 25 17 1982 272478.056342857 2254701.87293901 0 222478.056342857 571414.875736818
1982-01-24 1 26 24 1982 246306.150842857 2589928.5453348 0 196306.150842857 653609.260851795
1982-01-31 1 27 31 1982 269560.369871429 2217745.47768717 0 219560.369871429 526422.552526945
1982-02-07 2 28 7 1982 400221.2867 2384232.43728735 0 337721.2867 776984.312690531
1982-02-14 2 29 14 1982 708492.416128571 1513616.18882794 0 645992.416128571 1656389.14231429
1982-02-21 2 30 21 1982 821393.593314285 634302.225875 0 758893.593314285 1846610.55272857
1982-02-28 2 31 28 1982 575248.75597143 1409774.09515825 0 512748.75597143 1192153.68751429
1982-03-07 3 32 7 1982 548085.036014285 3361272.12461082 0 485585.036014286 1335595.29444286
1982-03-14 3 33 14 1982 601646.698471429 3464704.51136502 0 539146.698471429 1342962.38083575
1982-03-21 3 34 21 1982 795917.807542857 3497501.18607061 0 733417.807542857 910246.476014285
1982-03-28 3 35 28 1982 685789.523414286 3393112.96877393 0 623289.523414286 944875.903685714
1982-04-04 4 36 4 1982 665778.611085714 2440504.59368287 0 608278.611085714 641861.835828572
1982-04-11 4 37 11 1982 790864.3359 2235098.48270296 0 733364.3359 1213141.84321429
1982-04-18 4 38 18 1982 943774.032628571 2244357.83754839 0 886274.032628571 1019956.67648572
1982-04-25 4 39 25 1982 768961.853185714 1833277.248375 0 714461.853185714 1544748.514
1982-05-02 5 40 2 1982 42312.879457143 1790039.25 0 521831.028257143 1600013.40705715
1982-05-09 5 41 9 1982 245031.029627663 1790039.25 0 634488.238457142 1560286.45781428
1982-05-16 5 42 16 1982 399011.67250091 1790039.25 0 507036.31487143 2619908.46521429
1982-05-23 5 43 23 1982 741905.117142857 1790039.25 0 741905.117142857 3262749.57174287
1982-05-30 5 44 30 1982 644834.025428571 1790039.25 375518.786858993 644834.025428571 2327165.9336
1982-06-06 6 45 6 1982 625656.310071429 2064332.7928515 1841049.85141614 625656.310071429 2219771.78384285
1982-06-13 6 46 13 1982 561110.182842857 1178616.91517035 2152400 561110.182842857 3657235.1929023
1982-06-20 6 47 20 1982 416060.900742857 810792.347529369 2152400 416060.900742857 4982977.62990675
1982-06-27 6 48 27 1982 437436.772328571 52064.2500000009 2152400 437436.772328571 5218567.29044961
1982-07-04 7 49 4 1982 409676.106214286 52064.25 2152400 409676.106214286 4861623.10167817
1982-07-11 7 50 11 1982 306404.682814286 292360.51564192 2152400 306404.682814286 3849633.34117607
1982-07-18 7 51 18 1982 337537.250357143 1.47701939567924e-09 2152400 337537.250357143 2658051.47911428
1982-07-25 7 52 25 1982 284173.935042857 3.23052518069744e-09 2152400 284173.935042857 2017040.13324285
1982-08-01 8 1 1 1982 235352.7693 2.47382558882236e-09 2152400 235352.7693 1970233.69025714
1982-08-08 8 2 8 1982 281068.343330549 4.65661287307739e-10 2152400 258898.558628571 1791591.49622038
1982-08-15 8 3 15 1982 303736.381200403 0 2039611.33503704 213665.4927 1348372.27182857
1982-08-22 8 4 22 1982 313911.096111905 27643.1845604346 1585781.22289294 189151.769314286 1180515.48524286
1982-08-29 8 5 29 1982 141701.182328571 426737.011758017 975124.819085703 141701.182328571 1102900.26477143
1982-09-05 9 6 5 1982 116063.074445715 633528.582350677 903377.375742857 173988.130242857 1377994.0517
1982-09-12 9 7 12 1982 109232.792234285 22506.3830263556 1009733.50411913 188822.513057143 842698.624178721
1982-09-19 9 8 19 1982 105378.312207144 49020.9584021264 1103528.01970312 185847.305914286 701421.194231242
1982-09-26 9 9 26 1982 196497.858398571 150260.317177727 1175117.88433856 215514.088071429 613876.841461173
1982-10-03 10 10 3 1982 226657.230557143 135455.650320148 1207319.28585691 226657.230557143 472769.086588877
1982-10-10 10 11 10 1982 208244.665285714 339112.90186295 987249.053111242 208244.665285714 318013.118650903
1982-10-17 10 12 17 1982 175134.576728571 502110.987199807 749247.221588052 175134.576728571 329867.496228572
1982-10-24 10 13 24 1982 162073.417371429 635209.909153407 570551.900075152 162073.417371429 392235.771828572
1982-10-31 10 14 31 1982 203607.309085714 716041.448538271 385691.32263862 203607.309085714 382840.067671428
1982-11-07 11 15 7 1982 194707.472785714 905382.022137188 164200.51882223 194707.472785714 369710.057757143
1982-11-14 11 16 14 1982 169513.4187 1601872.8896797 0 169513.4187 400376.509514286
1982-11-21 11 17 21 1982 332386.175057143 1072717.50670626 0 332386.175057143 393950.062085715
1982-11-28 11 18 28 1982 365506.180971429 1027652.93024287 0 365506.180971429 414958.991457143
1982-12-05 12 19 5 1982 352562.046428571 2739431.61969525 791300 352562.046428572 1525467.12815714
1982-12-12 12 20 12 1982 341000.391471429 1322059.72801215 561655.04192503 341000.391471429 488154.498828572
1982-12-19 12 21 19 1982 302017.244014286 1319839.73261981 164892.260825031 302017.244014286 524643.705757143
1982-12-26 12 22 26 1982 387713.127085714 1450518.24400357 0 387713.127085714 423402.438112754
1983-01-02 1 23 2 1983 364300.882657142 2251376.94049868 0 314300.882657142 772239.504457143
1983-01-09 1 24 9 1983 458847.015242857 2113927.60196349 0 408847.015242857 760154.306843221
1983-01-16 1 25 16 1983 528300.250785714 2204413.65360039 0 478300.250785714 542716.324453528
1983-01-23 1 26 23 1983 455286.684028571 2058052.1256939 0 405286.684028571 598043.523248277
1983-01-30 1 27 30 1983 394790.805457143 2091147.02151572 0 344790.805457143 561400.840826978
1983-02-06 2 28 6 1983 491581.638057143 2428871.80533338 0 454081.638057143 850457.343564568
1983-02-13 2 29 13 1983 493563.126014286 2260336.60161457 0 456063.126014286 754449.943584244
1983-02-20 2 30 20 1983 653783.981071429 1557970.43833354 0 616283.981071429 878407.609228573
1983-02-27 2 31 27 1983 824243.515642858 1246673.67563311 0 786743.515642858 925696.551557144
1983-03-06 3 32 6 1983 798267.732014286 3069825.79947404 0 773267.732014286 1326490.51692857
1983-03-13 3 33 13 1983 825754.679071429 2348854.70492533 0 800754.679071429 1363989.54428572
1983-03-20 3 34 20 1983 975171.565257142 2623982.70856708 0 950171.565257143 986411.901599081
1983-03-27 3 35 27 1983 842060.797685714 2743293.22534206 0 817060.797685714 938332.466444408
1983-04-03 4 36 3 1983 685793.163685714 695313.25 0 648293.163685714 708267.086585719
1983-04-10 4 37 10 1983 824485.5025 2860781.00378236 0 786985.5025 749365.671630384
1983-04-17 4 38 17 1983 995881.152942857 2542758.09086222 0 958381.152942857 787060.055614288
1983-04-24 4 39 24 1983 855147.987314286 1947243.49891428 0 817647.987314286 1823260.24891428
1983-05-01 5 40 1 1983 294848.912714286 1790039.25 0 707848.912714286 1360533.03371429
1983-05-08 5 41 8 1983 472020.670990979 1790039.25 0 632955.015042857 1519383.31001428
1983-05-15 5 42 15 1983 488120.750320708 1790039.25 0 521023.755385714 1419959.82118571
1983-05-22 5 43 22 1983 645754.027045456 1790039.25 0 688916.677928571 2513737.55544742
1983-05-29 5 44 29 1983 784196.694942857 1790039.25 754637.927864305 784196.694942857 3614411.17214285
1983-06-05 6 45 5 1983 796794.191871428 1791546.87117186 1888170.20545379 796794.191871429 2745944.53978194
1983-06-12 6 46 12 1983 581268.20297143 121483.25 2008384.64179665 581268.20297143 2211404.89055714
1983-06-19 6 47 19 1983 405114.121928571 298869.964405338 2096320.06411094 405114.121928571 1929429.53946247
1983-06-26 6 48 26 1983 431061.895157143 407364.25 2152400 431061.895157143 2052987.82098236
1983-07-03 7 49 3 1983 340587.829414286 425676.788177716 2152400 340587.829414286 2120693.78852606
1983-07-10 7 50 10 1983 313077.0807 246946.908346527 2152400 313077.0807 2540798.03351144
1983-07-17 7 51 17 1983 250050.292585714 596949.311534803 2152400 250050.292585714 2394877.78574314
1983-07-24 7 52 24 1983 309715.096628571 224768.996051133 2152400 309715.096628571 1836381.62321451
1983-08-07 8 1 7 1983 318049.241887705 8.73114913702011e-10 2147081.18221165 253586.822142856 1614552.35856395
1983-08-14 8 2 14 1983 331692.174719547 3.49245965480804e-10 1972913.41961002 214224.831642857 1192392.02868572
1983-08-21 8 3 21 1983 199042.494292748 52723.0991768855 1522231.37651529 143972.257114286 941949.44222857
1983-08-28 8 4 28 1983 147084.323785714 718249.573017857 751470.749050003 147084.323785714 1067250.84640714
1983-09-04 9 5 4 1983 121160.199322858 889207.673807087 628817.329228572 152949.4488 953433.7918
1983-09-11 9 6 11 1983 114016.131931429 362523.95308367 642591.494873351 184524.330471429 510489.217662354
1983-09-18 9 7 18 1983 122249.125137143 293460.446756478 421544.360280769 161851.268571429 311657.014117948
1983-09-25 9 8 25 1983 110922.114849999 417865.583710309 224686.065344027 197966.316342857 334420.417157143
1983-10-02 10 9 2 1983 259599.377929999 634977.796637889 128659.056732035 267655.584985715 321317.6049
1983-10-09 10 10 9 1983 222182.519014286 769198.311531158 107186.150751173 222182.519014286 330449.507357144
1983-10-16 10 11 16 1983 183968.958471429 968149.010897887 73631.4258377217 183968.958471429 322743.720857143
1983-10-23 10 12 23 1983 129003.837087143 1485193.39181236 27105.9940392962 127543.163271429 389848.526228571
1983-10-30 10 13 30 1983 189926.467798572 2022821.96085357 0 191387.141614286 404421.090814286
1983-11-06 11 14 6 1983 226710.784285714 923969.307738976 0 226710.784285714 597294.794003946
1983-11-13 11 15 13 1983 184863.504085714 1112621.4986019 21452.0231119627 184863.504085714 706280.187914282
1983-11-20 11 16 20 1983 341125.350171429 2160810.50908363 0 341125.350171429 632664.079314285
1983-11-27 11 17 27 1983 433666.193142857 1249858.85223846 0 433666.193142857 468112.0588
1983-12-04 12 18 4 1983 422217.596057143 1471862.46068611 751505.476316135 422217.596057143 1570463.15337143
1983-12-11 12 19 11 1983 409471.808657143 1481491.87505741 455179.787944706 409471.808657143 605222.282542856
1983-12-18 12 20 18 1983 338092.622357143 1304165.75902242 0 338092.622357143 441640.649114287
1983-12-25 12 21 25 1983 314070.799885714 1467612.4279556 0 314070.799885714 434575.523885714
1984-01-01 1 22 1 1984 419641.066671429 2838573.26985659 0 419641.066671429 769672.792285714
1984-01-08 1 23 8 1984 452251.972742856 2301850.15519747 0 402251.972742857 702387.014654958
1984-01-15 1 24 15 1984 539447.360214286 2059522.32548934 0 489447.360214286 489404.747069129
1984-01-22 1 25 22 1984 489860.5745 2224017.13809016 0 439860.5745 656288.060099217
1984-01-29 1 26 29 1984 374896.587028571 2282262.19583847 0 324896.587028571 628296.692772126
1984-02-05 2 27 5 1984 368192.453599999 2030715.96261498 0 318192.453599999 862491.937336668
1984-02-12 2 28 12 1984 480648.743542857 2589899.19944859 0 443148.743542857 629614.257396554
1984-02-19 2 29 19 1984 558726.112857143 2341876.45032433 0 521226.112857143 547854.880947929
1984-02-26 2 30 26 1984 614600.503 2033724.90723039 0 577100.502999999 534371.289194838
1984-03-04 3 31 4 1984 631412.406828571 1778688.22646254 0 593912.406828571 548221.820928571
1984-03-11 3 32 11 1984 910766.264500001 2574673.83082159 0 885766.2645 823716.212271429
1984-03-18 3 33 18 1984 1021090.9123 1005413.75915001 0 996090.9123 1086661.00261429
1984-03-25 3 34 25 1984 913668.0832 1389788.87175652 0 888668.0832 1036786.61354286
1984-04-01 4 35 1 1984 987330.245114286 2123269.60227899 0 962330.245114286 820296.657528572
1984-04-08 4 36 8 1984 1029501.15671429 1547768.77087657 0 979501.156714286 807049.480671432
1984-04-15 4 37 15 1984 1152698.61672857 1739207.35125867 0 1102698.61672857 1261168.24771428
1984-04-22 4 38 22 1984 1052257.52441429 1720628.90472857 0 1002257.52441429 1596645.65472857
1984-04-29 4 39 29 1984 869694.929828571 1982723.21964531 0 819694.929828571 982964.32796065
1984-05-06 5 40 6 1984 179182.651827047 1790039.25 0 642182.651827047 951526.29428571
1984-05-13 5 41 13 1984 450565.406187238 1790039.25 0 687565.406187238 1412676.5141
1984-05-20 5 42 20 1984 918602.669357141 1790039.25 0 918602.669357141 2200874.3408
1984-05-27 5 43 27 1984 868869.10675714 1790039.25 0 868869.10675714 2195215.49681428
1984-06-03 6 44 3 1984 689478.000342857 1790039.25 31392.7348285713 689478.000342857 2174929.04489539
1984-06-10 6 45 10 1984 786716.173542857 2353296.30176205 637752.810342898 786716.173542857 2346702.10444286
1984-06-17 6 46 17 1984 706702.936114286 1112454.46115252 1555407.37208575 706702.936114286 2655671.41581429
1984-06-24 6 47 24 1984 569797.7877 451918.991073724 2023340.76288391 569797.7877 2826109.90961613
1984-07-01 7 48 1 1984 405963.0477 372417.383273973 2106549.57278391 405963.0477 2532417.00287397
1984-07-08 7 49 8 1984 346205.0205 485548.148762503 2152400 346205.0205 2044262.2603982
1984-07-15 7 50 15 1984 293902.8624 680797.086334734 2152400 293902.8624 1615822.79668035
1984-07-22 7 51 22 1984 217086.980914286 433623.766308066 2148372.39472849 217086.980914286 1020911.21680261
1984-07-29 7 52 29 1984 214494.642675502 1127543.35314338 1559066.33279993 213972.930771429 1338323.144939
1984-08-05 8 1 5 1984 275333.316036288 326423.286601161 1110265.2620855 250325.995114286 1530498.53534286
1984-08-12 8 2 12 1984 341609.251516161 697192.515539285 909958.300471428 275758.065771429 1261115.78021429
1984-08-19 8 3 19 1984 367999.807294537 719691.060878573 642608.911428573 232611.611785714 960310.992600002
1984-08-26 8 4 26 1984 217784.019677514 726685.772871429 770464.957828572 207552.433757143 1097493.32165714
1984-09-02 9 5 2 1984 121401.587795713 711521.224231565 401394.478699997 155488.292228571 742392.431799998
1984-09-09 9 6 9 1984 106974.014971429 516495.123839613 440032.426684905 203803.672757143 502251.287433035
1984-09-16 9 7 16 1984 114355.70224 505539.354261285 440697.584924246 189520.695 445387.116304895
1984-09-23 9 8 23 1984 172149.159835714 224412.881714435 269854.407075063 203067.804857143 305484.721979646
1984-09-30 9 9 30 1984 294154.763271429 392890.201648908 171300.147790635 294154.763271429 286021.730828572
1984-10-07 10 10 7 1984 249530.623071429 725022.909489651 160958.47135666 249530.623071429 521409.924266588
1984-10-14 10 11 14 1984 196294.249928571 546636.024058295 130980.402884207 196294.249928571 307137.767657143
1984-10-21 10 12 21 1984 135624.863062857 943338.641907987 81056.2596421503 129092.254457143 314561.901214285
1984-10-28 10 13 28 1984 148269.402508572 1342290.04784671 7279.08052732982 154802.011114286 348153.973328572
1984-11-04 11 14 4 1984 213822.186942857 1490480.87484216 0 213822.186942856 392101.749771429
1984-11-11 11 15 11 1984 339990.804514286 963566.032150225 0 339990.804514286 442303.128571429
1984-11-18 11 16 18 1984 349350.806185714 2043380.58259244 0 349350.806185714 413762.958185715
1984-11-25 11 17 25 1984 394667.177914286 948718.766075634 0 394667.177914286 407324.609928571
1984-12-02 12 18 2 1984 309933.278485714 970307.467869151 0 309933.278485714 1223189.13177827
1984-12-09 12 19 9 1984 315280.717457143 1550846.40980276 0 315280.717457143 431196.183285714
1984-12-16 12 20 16 1984 336434.440242857 1714066.476381 0 336434.440242857 371399.975414286
1984-12-23 12 21 23 1984 277418.231357143 1539544.17884836 0 277418.231357143 405362.956685714
1984-12-30 12 22 30 1984 311978.237528571 1620565.7923173 0 311978.237528571 379117.662742857
1985-01-06 1 23 6 1985 548921.0452 2440442.17453963 0 298921.0452 482396.99758399
1985-01-13 1 24 13 1985 370619.5704 2465496.23640695 0 370619.5704 363692.205442857
1985-01-20 1 25 20 1985 374124.364414286 2558129.45574264 0 374124.364414286 396094.1947
1985-01-27 1 26 27 1985 313174.270885714 2515663.79862145 0 313174.270885714 382271.382314286
1985-02-03 2 27 3 1985 270967.982357143 2441254.0755813 0 270967.982357143 655121.279454858
1985-02-10 2 28 10 1985 351756.330528571 3094206.7639172 0 351756.330528571 409159.589071429
1985-02-17 2 29 17 1985 369913.027985713 1430830.66723526 0 369913.027985714 422112.6575
1985-02-24 2 30 24 1985 514188.756228572 750549.453536486 0 514188.756228572 417121.243385714
1985-03-03 3 31 3 1985 414344.4432 1080198.91910861 0 427344.4432 430076.871385007
1985-03-10 3 32 10 1985 382468.323385715 2638158.22330782 0 382468.323385714 464782.972557142
1985-03-17 3 33 17 1985 351635.260028571 1334150.70951491 0 351635.260028571 550034.508028571
1985-03-24 3 34 24 1985 402227.665757143 1341273.16946839 0 402227.665757143 575357.770814286
1985-03-31 3 35 31 1985 395892.134042857 1406478.98689325 0 432892.134042857 626826.870914286
1985-04-07 4 36 7 1985 435755.287885714 1220630.4916087 0 510755.287885714 815009.151514288
1985-04-14 4 37 14 1985 602576.213371429 1564612.47822727 0 602576.213371429 1638422.52995715
1985-04-21 4 38 21 1985 541048.847014286 1889933.93594752 0 541048.847014286 1052587.37575715
1985-04-28 4 39 28 1985 460476.353285713 1873345.25480551 0 460476.353285713 1097710.36728572
1985-05-05 5 40 5 1985 151544.10708395 1790039.25 0 216578.742342857 1684701.68664286
1985-05-12 5 41 12 1985 182963.206571188 1790039.25 0 107138.7228 1341561.1295
1985-05-19 5 42 19 1985 33041.3075542852 1890397.77934286 50179.2646714277 149545.341942856 2657499.49832891
1985-05-26 5 43 26 1985 176287.965790577 1790039.25 349202.28744298 195573.779914286 2789725.40504286
