"date" "month" "week" "day" "year" "MICAA" "ARROW" "DUNCA" "CORRA" "LIBBY" "FLASF" "GCOUL" "DWORS" "BROWN" "FLAPO" "ALBEN" "CHELA" "JLAKE" "PALIS" "IPARK" "RIRDM" "BOISE" "PAYHS" "OWYHE" "PELTO"
1982-09-05 9 6 5 1982 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1982-09-12 9 7 12 1982 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1982-09-19 9 8 19 1982 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
1982-09-26 9 9 26 1982 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1584400 847000 1401000 135205 100500 1011000 800452 1050000 557670
1982-10-03 10 10 3 1982 20035000 7277300 1424900 817000 5869400 3051500 9107400 3328000 1420000 1792000 1493700 1574007 847000 1401000 135205 100500 1011000 800452 1050000 557370
1982-10-10 10 11 10 1982 19995000 7227300 1424900 817000 5869400 3031500 9107400 3188000 1420000 1792000 1447400 1563613 847000 1401000 135205 100500 1011000 800452 1050000 557070
1982-10-17 10 12 17 1982 19955000 7177300 1424900 817000 5869400 3011500 9107400 3048000 1420000 1792000 1401100 1553220 847000 1401000 135205 100500 1011000 800452 1050000 556770
1982-10-24 10 13 24 1982 19915000 7127300 1424900 817000 5869400 2991500 9107400 2908000 1420000 1792000 1354800 1542827 847000 1401000 135205 100500 1011000 800452 1050000 556470
1982-10-31 10 14 31 1982 19875000 7077300 1424900 817000 5869400 2971500 9107400 2768000 1420000 1792000 1308500 1532433 847000 1401000 135205 100500 711000 800452 1050000 556170
1982-11-07 11 15 7 1982 19875000 7077300 1424900 817000 5744400 2971500 9107400 2768000 1420000 1792000 1185067 1522040 847000 1401000 135205 59960 711000 800452 1050000 555870
1982-11-14 11 16 14 1982 19875000 7077300 1424900 817000 5619400 2971500 9107400 2768000 1420000 1792000 1061633 1511647 847000 1401000 135205 59960 711000 800452 1050000 555570
1982-11-21 11 17 21 1982 19875000 7077300 1424900 817000 5494400 2971500 9107400 2768000 1420000 1792000 938200 1501253 847000 1401000 135205 59960 711000 800452 1050000 555270
1982-11-28 11 18 28 1982 19875000 7077300 1424900 817000 5369400 2971500 9107400 2768000 1420000 1792000 938200 1490860 847000 1401000 135205 59960 711000 610000 1050000 554970
1982-12-05 12 19 5 1982 19827500 6964800 1324900 817000 4994400 2934000 9107400 2768000 1420000 1792000 938200 1480467 847000 1401000 135205 59960 711000 610000 1050000 554670
1982-12-12 12 20 12 1982 19780000 6852300 1224900 817000 4619400 2896500 9107400 2768000 1420000 1792000 938200 1470073 847000 1401000 135205 59960 711000 610000 1050000 554370
1982-12-19 12 21 19 1982 19732500 6739800 1124900 817000 4244400 2859000 9107400 2768000 1420000 1792000 938200 1459680 847000 1401000 135205 59960 711000 610000 1050000 551179
1982-12-26 12 22 26 1982 19685000 6627300 1024900 817000 3869400 2821500 9107400 2768000 1420000 1792000 938200 1449287 847000 1401000 135205 59960 711000 610000 1050000 547988
1983-01-02 1 23 2 1983 19401154 6404223 934456 816730 3895390.12653544 2802694.49679759 9107400 2719041.05042827 1420000 1792000 1012260 1438893 847000 1401000 119500 59960 538800.196527399 610000 1050000 544797
1983-01-09 1 24 9 1983 19117308 6181146 844011 816730 3921380.25307087 2783888.99359518 9107400 2670082.10085654 1420000 1792000 1086320 1428500 847000 1401000 119000 59960 508196.999774369 610000 1050000 541606
1983-01-16 1 25 16 1983 18833462 5958069 753567 779185 3947370.37960631 2765083.49039278 9107400 2621123.15128481 1420000 1792000 1160380 1418107 847000 1401000 118750 59960 502746.079973589 610000 1049917.19391403 538415
1983-01-23 1 26 23 1983 18549615 5734992 663122 741641 3973360.50614175 2746277.98719037 9107400 2572164.20171308 1420000 1792000 1234440 1407713 847000 1401000 118712.443500736 59960 482653.557578308 610000 1048886.52619401 535225
1983-01-30 1 27 30 1983 18265769 5511915 572678 704096 3999350.63267718 2727472.48398796 9107400 2523205.25214135 1420000 1792000 1308500 1397320 847000 1401000 120945.336648906 59960 457197.292325134 610000 1048096.9115217 532034
1983-02-06 2 28 6 1983 17981923 5288838 482233 670000 4011216.37630416 2706275.78393762 9035300 2492492.8817006 1318776.16336946 1792000 1308500 1386927 847000 1401000 122652.820328508 59960 424601.434901144 610000 1008157.47933604 528843
1983-02-13 2 29 13 1983 17698077 5065762 391789 626375 4023082.11993113 2685079.08388727 8963300 2461780.51125985 1217552.32673892 1792000 1308500 1376533 847000 1401000 124340.026842139 59960 380682.278093556 610000 972435.222063152 525652
1983-02-20 2 30 20 1983 17414231 4842685 301344 582750 4034947.8635581 2663882.38383693 8891300 2431068.1408191 1116328.49010839 1792000 1308500 1366140 847000 1401000 125681.107012246 59960 341587.844275979 610000 951935.212541865 522461
1983-02-27 2 31 27 1983 17130385 4619608 210900 539125 4046813.60718507 2642685.68378659 8819300 2400355.77037835 1015104.65347785 1792000 1308500 1355747 839482.498270452 1342345.48051736 127155.560348189 63460 302740.222135112 610000 934527.032160076 519270
1983-03-06 3 32 6 1983 16846538 4396531 182900 495500 4058679.35081204 2619178.80478358 8131550 2421648.53124113 988268.898532044 1588262 1215925 1345353 796418.082805164 1250468.21442817 127753.970515466 83260 268780.96809499 610000 933871.269839682 528045
1983-03-13 3 33 13 1983 16562692 4173454 154900 413175 4070545.09443902 2595671.92578057 7443800 2442941.29210391 961433.143586237 1386525 1123350 1334960 780362.96200649 1170576.1370435 128912.657700276 100500 264773.774131143 610000 940114.410532114 536820
1983-03-20 3 34 20 1983 16278846 3950377 154900 330850 4070545.09443902 2572165.04677756 6756050 2464234.05296669 934597.388640431 1184787 1030775 1324567 740250.702581436 1049556.39447636 128311.076382904 100500 252892.962732403 610000 958891.733221162 545595
1983-03-27 3 35 27 1983 15995000 3727300 154900 248525 4070545.09443902 2548658.16777455 6068300 2485526.81382947 907761.633694625 983050 938200 1314173 664689.765227 868334.277146288 128436.494508926 98764.634943392 255002.867640852 555116.029850715 976471.789686486 554370
1983-04-03 4 36 3 1983 20075000 7327300 1424900 166200 4070545.09443902 2526182.04140425 5752550 2557054.18078166 857761.633694625 781312 938200 1303780 605408.926655982 706485.517457788 127596.895979798 87440.3453485824 238602.197605836 507743.352761756 1017234.37722271 555345
1983-04-10 4 37 10 1983 20075000 7327300 1424900 191341 4070545.09443902 2503705.91503396 5436800 2628581.54773384 807761.633694625 579575 938200 1293387 581051.806135571 551696.872164138 126009.132238988 79584.0988311077 209296.094103461 463597.60948554 1034420.53122084 556320
1983-04-17 4 38 17 1983 20075000 7327300 1424900 216482 4070545.09443902 2480916.95708547 5121050 3468000 757027.331716302 719040 938200 1282993 535494.942183854 469484.826551562 125260.326300769 71396.2555771647 166628.730335682 417288.416415829 1050261.69198608 557295
1983-04-24 4 39 24 1983 20075000 7327300 1424900 241624 4070545.09443902 2458127.99913698 4805300 3468000 706293.02973798 858505 938200 1272600 511538.848974751 412510.127456887 125837.688495937 69069.8598323255 176637.694188047 399134.217602305 1069613.83877393 558270
1983-05-01 5 40 1 1983 20075000 7327300 1424900 266765 5869400 2580802.39930959 4805300 3468000 1420000 997970 1058560 1314040 578015.699000194 302709.568496412 126416.607145797 69112.752811989 242342.318658307 400295.919589063 1086364.94311054 558270
1983-05-08 5 41 8 1983 20075000 7327300 1424900 291906 5869400 2703476.79948219 4805300 3468000 1420000 1137435 1178920 1355480 495614.52556785 356566.48181712 126505.829510733 79848.0631463417 322077.517027998 416253.264867947 1100600.27922249 558270
1983-05-15 5 42 15 1983 20075000 7327300 1424900 317047 5869400 2826151.19965479 9107400 3468000 1420000 1276901 1299280 1396920 490931.95978093 350221.298972348 126176.050033637 89092.2751061709 360625.467593969 426751.891294565 1119240.97925984 558270
1983-05-22 5 43 22 1983 20075000 7327300 1424900 342188 5869400 2948825.5998274 9107400 3468000 1420000 1416366 1419640 1438360 481575.06074605 342300.242984202 126455.827383212 100095.46600738 435741.436249177 445894.96260053 1120000 558270
1983-05-29 5 44 29 1983 20075000 7327300 1424900 367329 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1479800 546913.713074893 524048.246291859 133699.442227056 98783.3829407056 618728.502910395 547368.11871656 1120000 558270
1983-06-05 6 45 5 1983 20075000 7327300 1424900 392471 5869400 3071500 9107400 3468000 1420000 1540911 1540000 1512500 692390.462481137 969401.321374676 134010.125909929 98601.0063459411 819184.731618556 716652.72227499 1120000 558270
1983-06-12 6 46 12 1983 20075000 7327300 1424900 417612 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1545200 751780.868766443 1142147.38910772 134472.119660025 99224.745917897 901284.984731361 768075.339510116 1120000 558270
1983-06-19 6 47 19 1983 20075000 7327300 1424900 442753 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1577900 802725.713194204 1285886.85430493 135205 100500 937554.218951994 800452 1120000 558270
1983-06-26 6 48 26 1983 20075000 7327300 1424900 467894 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1610600 817043.23476873 1327905.4928357 135205 100500 970803.989418745 800452 1120000 558270
1983-07-03 7 49 3 1983 20075000 7327300 1424900 493035 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1626950 833380.871993858 1363683.58926317 135205 100500 1011000 800452 1120000 558270
1983-07-10 7 50 10 1983 20075000 7327300 1424900 518176 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1643300 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-07-17 7 51 17 1983 20075000 7327300 1424900 543318 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1659650 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-07-24 7 52 24 1983 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-07-31 7 52 31 1983 20075000 7327300 1424900 568459 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1676000 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-08-07 8 1 7 1983 20075000 7327300 1424900 593600 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1668917 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-08-14 8 2 14 1983 20075000 7327300 1424900 638280 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1661833 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-08-21 8 3 21 1983 20075000 7327300 1424900 682960 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1654750 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-08-28 8 4 28 1983 20075000 7327300 1424900 727640 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1647667 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-09-04 9 5 4 1983 20075000 7327300 1424900 772320 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1640583 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-09-11 9 6 11 1983 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1633500 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-09-18 9 7 18 1983 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1617133 847000 1401000 135205 100500 1011000 800452 1120000 558270
1983-09-25 9 8 25 1983 20075000 7327300 1424900 817000 5869400 3071500 9107400 3468000 1420000 1792000 1540000 1600767 847000 1401000 135205 100500 1011000 800452 1120000 557970
